Opening	Count	%
G1-G2-Q-S1	1	0.07022472
G1-G2-Q-A1	1	0.07022472
G1-B1-Q-A1	1	0.07022472
G1-A1-S1-Q	1	0.07022472
B1-S1-S2-Q	1	0.07022472
B1-S1-Q-S2	1	0.07022472
B1-Q-S1-G1	1	0.07022472
B1-Q-S1-A1	1	0.07022472
B1-Q-Q-A1	1	0.07022472
B1-Q-G1-S1	1	0.07022472
B1-Q-A1-P	1	0.07022472
B1-P-Q-A1	1	0.07022472
B1-M1-Q-M1	1	0.07022472
B1-G1-G2-Q	1	0.07022472
B1-B2-Q-S1	1	0.07022472
A1-G1-Q-S1	1	0.07022472
Total	1424
