White	WhiteWin	Draw	BlackWin	Black
L1-A1-Q-A1	100.0	0.0	0.0	G1-G2-Q-A1
L1-A1-Q-A1	100.0	0.0	0.0	G1-A1-Q-A2
L1-A1-Q-A1	0.0	0.0	100.0	B1-Q-M1-P
L1-A1-Q-A1	0.0	0.0	100.0	B1-Q-A1-M1
L1-A1-Q-A1	0.0	0.0	100.0	B1-L1-Q-A1
L1-A1-Q-A1	100.0	0.0	0.0	B1-L1-A1-Q
L1-A1-M1-Q	0.0	0.0	100.0	L1-Q-A1-A1
L1-A1-M1-Q	0.0	0.0	100.0	L1-M1-S1-Q
L1-A1-M1-Q	0.0	0.0	100.0	L1-M1-Q-S1
L1-A1-G1-Q	100.0	0.0	0.0	G1-G2-L1-Q
G1-S1-Q-S2	0.0	0.0	100.0	G1-Q-A1-A1
G1-S1-Q-S1	0.0	0.0	100.0	L1-Q-S1-A1
G1-S1-Q-S1	0.0	0.0	100.0	G1-Q-S1-S2
G1-S1-Q-S1	100.0	0.0	0.0	G1-Q-G2-A1
G1-S1-Q-S1	100.0	0.0	0.0	G1-Q-B1-S1
G1-S1-Q-S1	100.0	0.0	0.0	G1-Q-B1-A1
G1-S1-Q-S1	0.0	0.0	100.0	B1-Q-A1-A1
G1-S1-Q-S1	0.0	0.0	100.0	B1-G1-Q-A1
G1-S1-Q-S1	0.0	0.0	100.0	B1-A1-Q-S1
G1-S1-Q-Q	0.0	0.0	100.0	G1-Q-S1-S1
G1-S1-Q-A1	0.0	0.0	100.0	G1-Q-A1-S1
G1-S1-G2-Q	0.0	0.0	100.0	S1-S2-Q-A1
G1-S1-A1-Q	0.0	0.0	100.0	G1-Q-S1-S1
G1-Q-S1-S2	100.0	0.0	0.0	Q-A1-A1-A2
G1-Q-S1-S2	0.0	0.0	100.0	G1-Q-A1-S1
G1-Q-S1-S2	100.0	0.0	0.0	G1-M1-Q-A1
G1-Q-S1-S2	100.0	0.0	0.0	G1-G2-Q-A1
G1-Q-S1-S2	100.0	0.0	0.0	G1-A1-Q-A1
G1-Q-S1-S2	100.0	0.0	0.0	B1-S1-Q-A1
G1-Q-S1-S1	100.0	0.0	0.0	S1-Q-S2-S2
G1-Q-S1-S1	100.0	0.0	0.0	S1-Q-A1-A2
G1-Q-S1-S1	0.0	0.0	100.0	Q-A1-A2-A2
G1-Q-S1-S1	0.0	100.0	0.0	M1-Q-G1-A1
G1-Q-S1-S1	100.0	0.0	0.0	M1-L1-Q-A1
G1-Q-S1-S1	100.0	0.0	0.0	L1-Q-A1-P
G1-Q-S1-S1	0.0	0.0	100.0	L1-Q-A1-G1
G1-Q-S1-S1	100.0	0.0	0.0	L1-Q-A1-A2
G1-Q-S1-S1	100.0	0.0	0.0	G1-S1-Q-S2
G1-Q-S1-S1	100.0	0.0	0.0	G1-S1-Q-A1
