White	WhiteWin	Draw	BlackWin	Black
G1-Q-A1-A2	1	0	0	L1-G1-Q-A1
G1-Q-A1-A2	0	0	1	G1-Q-S1-A1
G1-Q-A1-A2	1	0	0	G1-Q-P-A1
G1-Q-A1-A2	1	0	0	G1-Q-G2-S1
G1-Q-A1-A2	0	0	1	G1-Q-B1-S1
G1-Q-A1-A2	1	0	0	G1-Q-B1-A1
G1-Q-A1-A2	0	0	1	G1-Q-A1-A1
G1-Q-A1-A2	0	0	1	G1-P-Q-S1
G1-Q-A1-A2	1	0	0	B1-Q-S1-G1
G1-Q-A1-A1	1	0	0	S1-Q-S2-B1
G1-Q-A1-A1	0	0	1	S1-Q-A1-A1
G1-Q-A1-A1	1	0	0	S1-A1-Q-A2
G1-Q-A1-A1	1	0	0	P-Q-S1-A1
G1-Q-A1-A1	1	0	0	L1-Q-S1-S2
