Opening	Count	%
Q-A1-Q-A2	1	0.0996016
Q-A1-G1-G1	1	0.0996016
Q-A1-G1-A1	1	0.0996016
Q-A1-A1-Q	1	0.0996016
P-Q-S1-Q	1	0.0996016
P-Q-Q-P	1	0.0996016
P-Q-B1-B2	1	0.0996016
P-Q-A1-M1	1	0.0996016
P-Q-A1-G1	1	0.0996016
P-G1-S1-Q	1	0.0996016
P-A1-Q-M1	1	0.0996016
P-A1-Q-G1	1	0.0996016
P-A1-Q-B1	1	0.0996016
P-A1-Q-A1	1	0.0996016
M1-S1-Q-S1	1	0.0996016
M1-Q-P-B1	1	0.0996016
M1-Q-P-A1	1	0.0996016
M1-Q-B1-B2	1	0.0996016
M1-Q-A1-S1	1	0.0996016
M1-Q-A1-B1	1	0.0996016
M1-Q-A1-A1	1	0.0996016
M1-A1-Q-A1	1	0.0996016
L1-S1-Q-S1	1	0.0996016
L1-S1-Q-M1	1	0.0996016
L1-Q-S1-S2	1	0.0996016
L1-Q-Q-Q	1	0.0996016
L1-Q-P-G1	1	0.0996016
L1-Q-M1-S1	1	0.0996016
L1-Q-M1-M1	1	0.0996016
L1-Q-G1-S1	1	0.0996016
L1-Q-G1-G1	1	0.0996016
L1-Q-G1-A1	1	0.0996016
L1-Q-B1-A1	1	0.0996016
L1-Q-A1-S1	1	0.0996016
L1-P-Q-S1	1	0.0996016
L1-M1-S1-Q	1	0.0996016
L1-G1-Q-S1	1	0.0996016
G1-S1-S2-Q	1	0.0996016
G1-S1-Q-Q	1	0.0996016
G1-S1-Q-B1	1	0.0996016
G1-Q-S1-M1	1	0.0996016
G1-Q-M1-A1	1	0.0996016
G1-Q-G2-G3	1	0.0996016
G1-Q-G2-B1	1	0.0996016
G1-Q-B1-G2	1	0.0996016
G1-Q-B1-B2	1	0.0996016
G1-Q-A1-Q	1	0.0996016
G1-Q-A1-L1	1	0.0996016
G1-P-B1-Q	1	0.0996016
G1-M1-Q-S1	1	0.0996016
G1-M1-A1-Q	1	0.0996016
G1-L1-S1-Q	1	0.0996016
G1-L1-Q-A1	1	0.0996016
G1-G2-B1-Q	1	0.0996016
G1-G2-A1-Q	1	0.0996016
G1-B1-S1-Q	1	0.0996016
G1-B1-P-Q	1	0.0996016
G1-A1-Q-Q	1	0.0996016
G1-A1-Q-M1	1	0.0996016
G1-A1-M1-Q	1	0.0996016
B1-S1-Q-P	1	0.0996016
B1-S1-Q-G1	1	0.0996016
B1-Q-S1-P	1	0.0996016
B1-Q-Q-Q	1	0.0996016
B1-Q-P-G1	1	0.0996016
B1-Q-P-A1	1	0.0996016
B1-Q-M1-S1	1	0.0996016
B1-Q-M1-M1	1	0.0996016
B1-Q-L1-S1	1	0.0996016
B1-Q-G1-G1	1	0.0996016
B1-Q-A1-Q	1	0.0996016
B1-Q-A1-B2	1	0.0996016
B1-P-Q-S1	1	0.0996016
B1-M1-Q-M1	1	0.0996016
B1-M1-A1-Q	1	0.0996016
B1-G1-Q-S1	1	0.0996016
B1-G1-A1-Q	1	0.0996016
B1-B2-Q-A1	1	0.0996016
B1-B2-M1-Q	1	0.0996016
B1-A1-S1-Q	1	0.0996016
B1-A1-Q-Q	1	0.0996016
B1-A1-G1-Q	1	0.0996016
A1-S1-S2-Q	1	0.0996016
A1-S1-G1-Q	1	0.0996016
A1-Q-M1-M1	1	0.0996016
A1-Q-G1-G1	1	0.0996016
A1-B1-Q-B1	1	0.0996016
Total	1004
