White	WhiteWin	Draw	BlackWin	Black
S1-Q-A1-A1	0	1	1	G1-Q-S1-S1
S1-Q-A1-A1	0	0	2	G1-Q-S1-A1
S1-Q-A1-A1	1	0	1	B1-Q-A1-A2
S1-B1-Q-A1	0	0	2	S1-Q-A1-A1
S1-A1-Q-A1	0	0	2	S1-S2-Q-A1
S1-A1-Q-A1	2	0	0	S1-Q-Q-S1
S1-A1-Q-A1	0	0	2	S1-A1-Q-A1
S1-A1-Q-A1	0	0	2	G1-Q-S1-S1
S1-A1-Q-A1	0	0	2	G1-Q-G2-A1
S1-A1-Q-A1	1	0	1	G1-Q-A1-A1
S1-A1-Q-A1	1	0	1	G1-A1-Q-G2
Q-A1-A1-S1	0	2	0	Q-S1-A1-A1
Q-A1-A1-B1	0	1	1	S1-Q-A1-A2
P-Q-S1-S1	1	0	1	G1-Q-A1-A1
P-Q-A1-A1	1	0	1	G1-Q-A1-A2
P-A1-Q-A1	1	0	1	G1-Q-A1-A2
P-A1-Q-A1	1	0	1	G1-A1-Q-A2
L1-A1-Q-M1	0	2	0	B1-M1-Q-A1
L1-A1-Q-A1	0	0	2	L1-Q-S1-A1
L1-A1-Q-A1	2	0	0	L1-G1-Q-G1
L1-A1-Q-A1	2	0	0	G1-Q-A1-A2
L1-A1-Q-A1	0	1	1	B1-M1-Q-A1
G1-Q-S1-S1	1	0	1	S1-Q-A1-B1
G1-Q-S1-S1	1	0	1	P-Q-A1-A1
G1-Q-S1-S1	1	0	1	G1-Q-S1-A1
G1-Q-S1-S1	2	0	0	G1-Q-G2-A1
G1-Q-S1-S1	1	0	1	G1-Q-A1-S1
G1-Q-S1-S1	0	1	1	G1-Q-A1-P
G1-Q-S1-S1	1	0	1	G1-A1-Q-A2
G1-Q-S1-A1	2	0	0	S1-Q-Q-Q
G1-Q-S1-A1	0	0	2	B1-Q-A1-A1
G1-Q-A1-S1	0	0	2	B1-Q-G1-S1
G1-Q-A1-A1	1	1	0	S1-S2-Q-A1
G1-Q-A1-A1	0	0	2	S1-Q-A1-S2
G1-Q-A1-A1	2	0	0	S1-Q-A1-G1
G1-Q-A1-A1	0	2	0	S1-Q-A1-A1
G1-Q-A1-A1	0	1	1	S1-A1-Q-A2
G1-Q-A1-A1	0	0	2	P-Q-A1-A2
G1-Q-A1-A1	2	0	0	G1-Q-P-A1
G1-Q-A1-A1	0	0	2	G1-Q-G2-A1
G1-A1-Q-S1	0	0	2	G1-S1-Q-S1
G1-A1-Q-A2	1	0	1	P-Q-S1-S1
G1-A1-Q-A2	2	0	0	G1-Q-S1-S1
G1-A1-Q-A2	1	0	1	G1-Q-P-S1
G1-A1-Q-A2	2	0	0	G1-G2-G3-Q
G1-A1-Q-A1	0	0	2	S1-Q-A1-A2
G1-A1-Q-A1	2	0	0	S1-A1-Q-S2
G1-A1-Q-A1	1	0	1	S1-A1-Q-A2
G1-A1-Q-A1	2	0	0	S1-A1-Q-A1
G1-A1-Q-A1	2	0	0	L1-G1-Q-A1
G1-A1-Q-A1	1	1	0	L1-A1-Q-A2
G1-A1-Q-A1	2	0	0	G1-Q-G2-A1
G1-A1-Q-A1	2	0	0	G1-Q-A1-A1
G1-A1-Q-A1	1	0	1	G1-M1-Q-A1
G1-A1-Q-A1	2	0	0	G1-A1-Q-S1
G1-A1-Q-A1	2	0	0	G1-A1-Q-A1
G1-A1-Q-A1	0	1	1	B1-M1-Q-A1
G1-A1-Q-A1	0	1	1	B1-A1-Q-A2
B1-Q-S1-S1	0	0	2	S1-S2-B1-Q
B1-Q-A1-A1	2	0	0	S1-Q-A1-A2
B1-Q-A1-A1	1	0	1	G1-Q-G2-A1
S1-S2-Q-S2	1	0	0	S1-A1-S2-Q
S1-S2-Q-S2	0	0	1	Q-A1-A1-B1
S1-S2-Q-S2	0	0	1	G1-Q-S1-S1
S1-S2-Q-S2	1	0	0	G1-Q-A1-A1
S1-S2-Q-Q	0	0	1	Q-A1-A1-A1
S1-S2-Q-B1	0	0	1	G1-Q-A1-S1
S1-S2-Q-A1	0	0	1	S1-Q-A1-A1
S1-S2-Q-A1	0	0	1	Q-A1-S1-A1
S1-S2-G1-Q	1	0	0	S1-S2-B1-Q
S1-S2-A1-Q	0	0	1	G1-Q-S1-S1
S1-S2-A1-Q	0	0	1	G1-Q-A1-M1
S1-S2-A1-Q	1	0	0	B1-S1-Q-S1
S1-S2-A1-Q	1	0	0	B1-S1-Q-A1
S1-S2-A1-Q	1	0	0	B1-Q-A1-A1
S1-Q-S2-S2	1	0	0	S1-S2-Q-A1
S1-Q-S2-S2	1	0	0	S1-Q-A1-A2
S1-Q-S2-S2	1	0	0	Q-G1-G1-B1
S1-Q-S2-S2	1	0	0	G1-Q-S1-S1
S1-Q-S2-S2	0	0	1	G1-Q-A1-S1
S1-Q-S2-S2	0	1	0	G1-Q-A1-M1
S1-Q-S2-S2	1	0	0	G1-A1-Q-S1
S1-Q-S2-S2	1	0	0	B1-Q-S1-S1
S1-Q-S2-S2	1	0	0	B1-Q-Q-B1
S1-Q-S2-G1	0	0	1	S1-Q-S2-S2
S1-Q-S2-A1	0	0	1	S1-Q-S2-S2
S1-Q-S2-A1	1	0	0	S1-Q-Q-A1
S1-Q-S2-A1	1	0	0	S1-G1-A1-Q
S1-Q-S2-A1	1	0	0	G1-B1-S1-Q
S1-Q-Q-S1	0	1	0	Q-Q-B1-A1
S1-Q-P-Q	0	0	1	G1-G2-Q-A1
S1-Q-P-G1	1	0	0	S1-B1-Q-A1
S1-Q-P-A1	1	0	0	P-Q-A1-A1
S1-Q-M1-M1	1	0	0	L1-Q-Q-Q
S1-Q-G1-S2	0	0	1	S1-G1-Q-S2
S1-Q-G1-G1	0	0	1	S1-Q-A1-S2
S1-Q-G1-G1	1	0	0	Q-A1-A2-A2
S1-Q-G1-G1	0	0	1	G1-Q-A1-A1
S1-Q-G1-A1	1	0	0	S1-G1-Q-S2
S1-Q-B1-S2	1	0	0	G1-B1-Q-A1
S1-Q-A1-S2	1	0	0	S1-Q-A1-A2
S1-Q-A1-S2	0	0	1	Q-S1-S1-B1
S1-Q-A1-S2	1	0	0	Q-A1-A1-S1
S1-Q-A1-S2	0	0	1	G1-B1-Q-A1
S1-Q-A1-S2	1	0	0	B1-Q-A1-A1
S1-Q-A1-Q	0	0	1	G1-Q-G2-S1
S1-Q-A1-Q	0	0	1	G1-Q-B1-G2
S1-Q-A1-M1	1	0	0	G1-Q-A1-A1
S1-Q-A1-A2	0	0	1	S1-Q-S2-A1
S1-Q-A1-A2	1	0	0	S1-G1-Q-G1
S1-Q-A1-A2	1	0	0	S1-A1-Q-A1
S1-Q-A1-A2	1	0	0	S1-A1-B1-Q
S1-Q-A1-A2	1	0	0	Q-S1-S1-B1
S1-Q-A1-A2	0	0	1	Q-A1-A2-A2
S1-Q-A1-A2	0	0	1	L1-Q-M1-S1
S1-Q-A1-A2	1	0	0	G1-Q-S1-S1
S1-Q-A1-A2	0	0	1	G1-G2-Q-S1
S1-Q-A1-A2	0	0	1	G1-A1-S1-Q
S1-Q-A1-A2	0	0	1	B1-S1-A1-Q
S1-Q-A1-A1	1	0	0	S1-S2-Q-A1
S1-Q-A1-A1	1	0	0	S1-Q-S2-A1
S1-Q-A1-A1	0	0	1	S1-Q-G1-S2
S1-Q-A1-A1	1	0	0	S1-Q-G1-G1
S1-Q-A1-A1	1	0	0	S1-Q-A1-A1
S1-Q-A1-A1	1	0	0	S1-G1-Q-G2
S1-Q-A1-A1	1	0	0	S1-A1-Q-Q
