White	WhiteWin	Draw	BlackWin	Black
L1-A1-Q-A1	100.0	0.0	0.0	M1-Q-P-A1
L1-A1-Q-A1	0.0	0.0	100.0	L1-Q-A1-A2
L1-A1-Q-A1	100.0	0.0	0.0	L1-M1-Q-M1
L1-A1-Q-A1	0.0	0.0	100.0	L1-A1-Q-A2
L1-A1-Q-A1	100.0	0.0	0.0	G1-S1-Q-S2
L1-A1-Q-A1	100.0	0.0	0.0	G1-G2-Q-A1
L1-A1-Q-A1	100.0	0.0	0.0	G1-A1-Q-A1
L1-A1-Q-A1	100.0	0.0	0.0	B1-Q-S1-P
L1-A1-Q-A1	0.0	0.0	100.0	B1-Q-A1-A2
L1-A1-M1-Q	0.0	0.0	100.0	L1-M1-S1-Q
L1-A1-M1-Q	0.0	0.0	100.0	L1-M1-Q-S1
G1-S1-S2-Q	0.0	0.0	100.0	L1-Q-A1-A2
G1-S1-S2-Q	100.0	0.0	0.0	G1-S1-Q-Q
G1-S1-S2-Q	0.0	0.0	100.0	G1-Q-S1-S1
G1-S1-Q-S2	100.0	0.0	0.0	G1-S1-Q-S2
G1-S1-Q-S1	100.0	0.0	0.0	S1-Q-S2-A1
G1-S1-Q-S1	100.0	0.0	0.0	S1-A1-Q-A1
G1-S1-Q-S1	100.0	0.0	0.0	P-S1-Q-A1
G1-S1-Q-S1	0.0	0.0	100.0	L1-Q-S1-A1
G1-S1-Q-S1	0.0	0.0	100.0	G1-S1-Q-A1
G1-S1-Q-S1	0.0	0.0	100.0	G1-Q-S1-S1
